choline,9606.ensp00000303211
choline,9606.ensp00000264381
choline,9606.ensp00000407546
methionine,9606.ensp00000355536
methionine,9606.ensp00000325312
pravastatin,9606.ensp00000287936
fluvoxamine,9606.ensp00000261707
fluvoxamine,9606.ensp00000262186
amphetamine,9606.ensp00000298472
amphetamine,9606.ensp00000270349
amphetamine,9606.ensp00000219833
amphetamine,9606.ensp00000368766
amphetamine,9606.ensp00000306662
amphetamine,9606.ensp00000280155
amphetamine,9606.ensp00000480573
amphetamine,9606.ensp00000386069
amphetamine,9606.ensp00000358301
amphetamine,9606.ensp00000305372
amphetamine,9606.ensp00000343782
amphetamine,9606.ensp00000354859
amphetamine,9606.ensp00000367309
amphetamine,9606.ensp00000261707
amphetamine,9606.ensp00000340684
nicotine,9606.ensp00000359285
nicotine,9606.ensp00000407546
nicotine,9606.ensp00000357461
nicotine,9606.ensp00000385026
nicotine,9606.ensp00000315602
nicotine,9606.ensp00000312663
nicotine,9606.ensp00000250699
nicotine,9606.ensp00000261751
nicotine,9606.ensp00000379683
troglitazone,9606.ensp00000287820
troglitazone,9606.ensp00000223095
troglitazone,9606.ensp00000377424
troglitazone,9606.ensp00000355904
troglitazone,9606.ensp00000384851
troglitazone,9606.ensp00000310928
troglitazone,9606.ensp00000385523
troglitazone,9606.ensp00000381607
erythromycin,9606.ensp00000262186
caffeine,9606.ensp00000356205
caffeine,9606.ensp00000336630
caffeine,9606.ensp00000352608
reserpine,9606.ensp00000298472
citalopram,9606.ensp00000261707
citalopram,9606.ensp00000380247
lovastatin,9606.ensp00000287936
lovastatin,9606.ensp00000349252
lovastatin,9606.ensp00000430432
cladribine,9606.ensp00000300738
cladribine,9606.ensp00000354532
phenytoin,9606.ensp00000410257
phenytoin,9606.ensp00000303540
phenytoin,9606.ensp00000336528
phenytoin,9606.ensp00000283254
diethylstilbestrol,9606.ensp00000405330
diethylstilbestrol,9606.ensp00000355904
diethylstilbestrol,9606.ensp00000343925
diethylstilbestrol,9606.ensp00000384851
